run_key,status,fold,province,block_id,local_passes,candidate_count,budget_k,selected_count,proposed_objective,temporal_incremental_coverage,bottom20_final_coverage,zone_jain,zone_gini,mean_service_distance_km,p95_service_distance_km,redundancy_jaccard,min_selected_pair_distance_km,heldout_temporal_demand_capture,heldout_recall_1km,heldout_recall_2km,heldout_top25_recall_2km,heldout_mean_nearest_selected_km,candidate_availability_capture_upper_bound,candidate_availability_recall_1km_upper_bound,candidate_availability_recall_2km_upper_bound,normalized_heldout_capture,normalized_heldout_recall_1km,normalized_heldout_recall_2km,marginal_evaluations,selected,swaps,local_evaluations,constraint_valid_indices,constraint_unique_indices,constraint_budget_ok,constraint_candidate_eligible,constraint_province_match,constraint_min_new_distance_ok,constraint_existing_exclusion_ok,constraint_all_ok,audited_min_new_distance_km,audited_min_existing_distance_km,runtime_seconds
local|2|daklak|1|3,ok,2,daklak,1,3,58,3,3,0.11084329951889581,0.05904867981450768,0.06053194905442506,0.1751971014743045,0.843157895753522,5.483561763666999,37.320454709132584,0.2072072072072072,1.0155161918931095,0.10249179759603552,0.1356869013751456,0.22761311137816323,0.36363636363636365,13.768256718233788,0.13459261183330373,0.15864418127992777,0.3514146060006368,0.7614964610611327,0.8552907536881291,0.647705324398926,63,3,0,165,True,True,True,True,True,True,True,True,1.0155161918931095,20.46366548736304,0.05367620300012277
local|2|dienbien|0|0,ok,2,dienbien,0,0,6,1,1,0.1329488104617827,0.10725622559567743,0.07343682947267635,0.20312858681798301,0.8161021296764066,14.154170735048584,75.0214122660238,0.0,,0.0,0.0,0.0,0.0,42.14155616580112,0.034180316451623415,0.03418074736845421,0.03418074736845421,0.0,0.0,0.0,6,1,0,0,True,True,True,True,True,True,True,True,,27.09046606636566,0.0014544309999564575
local|2|dienbien|0|1,ok,2,dienbien,0,1,6,1,1,0.1329488104617827,0.10725622559567743,0.07343682947267635,0.20312858681798301,0.8161021296764066,14.154170735048584,75.0214122660238,0.0,,0.0,0.0,0.0,0.0,42.14155616580112,0.034180316451623415,0.03418074736845421,0.03418074736845421,0.0,0.0,0.0,6,1,0,5,True,True,True,True,True,True,True,True,,27.09046606636566,0.005969498000013118
local|2|dienbien|0|3,ok,2,dienbien,0,3,6,1,1,0.1329488104617827,0.10725622559567743,0.07343682947267635,0.20312858681798301,0.8161021296764066,14.154170735048584,75.0214122660238,0.0,,0.0,0.0,0.0,0.0,42.14155616580112,0.034180316451623415,0.03418074736845421,0.03418074736845421,0.0,0.0,0.0,6,1,0,5,True,True,True,True,True,True,True,True,,27.09046606636566,0.004028354999945805
local|2|dienbien|1|0,ok,2,dienbien,1,0,6,1,1,0.1356059387049326,0.07321669979154156,0.056103299111808114,0.07089459315533486,0.9351040061611826,7.334327316944345,30.143067637685732,0.0,,0.017503880229025506,0.012972995633993806,0.1216052452732635,0.25,27.60517313173638,0.07975024164481015,0.07213247822661191,0.1807647278658816,0.21948372654447743,0.17984957612627353,0.6727266248727933,6,1,0,0,True,True,True,True,True,True,True,True,,51.974201129682534,0.0013829259999056376
local|2|dienbien|1|1,ok,2,dienbien,1,1,6,1,1,0.1356059387049326,0.07321669979154156,0.056103299111808114,0.07089459315533486,0.9351040061611826,7.334327316944345,30.143067637685732,0.0,,0.017503880229025506,0.012972995633993806,0.1216052452732635,0.25,27.60517313173638,0.07975024164481015,0.07213247822661191,0.1807647278658816,0.21948372654447743,0.17984957612627353,0.6727266248727933,6,1,0,5,True,True,True,True,True,True,True,True,,51.974201129682534,0.003598544999931619
local|2|dienbien|1|3,ok,2,dienbien,1,3,6,1,1,0.1356059387049326,0.07321669979154156,0.056103299111808114,0.07089459315533486,0.9351040061611826,7.334327316944345,30.143067637685732,0.0,,0.017503880229025506,0.012972995633993806,0.1216052452732635,0.25,27.60517313173638,0.07975024164481015,0.07213247822661191,0.1807647278658816,0.21948372654447743,0.17984957612627353,0.6727266248727933,6,1,0,5,True,True,True,True,True,True,True,True,,51.974201129682534,0.00360672900001191
local|2|dongnai|0|0,ok,2,dongnai,0,0,272,14,14,0.34096318044849444,0.21446138333361492,0.20574235780341713,0.1564887427547597,0.85710757664918,6.342070825621583,22.057088819317038,0.11617508751714048,0.5080804557358618,0.1698423141484745,0.20755770563275514,0.36124424724599613,0.4117647058823529,10.832136936893232,0.3762557884872886,0.41154921359298874,0.6088014317534989,0.4514011992514833,0.5043326503304273,0.593369575701429,817,14,0,0,True,True,True,True,True,True,True,True,0.5080804557358618,33.198549829022895,0.11621304499999496
local|2|dongnai|0|1,ok,2,dongnai,0,1,272,14,14,0.34114165809585784,0.21771360581127855,0.2074799969630867,0.15658571184619183,0.8568758060278956,6.333490252358606,22.057088819317038,0.11909271745566505,0.5080804557358618,0.17050883191523064,0.20755770563275514,0.36124424724599613,0.4117647058823529,10.827762000224844,0.3762557884872886,0.41154921359298874,0.6088014317534989,0.4531726477903505,0.5043326503304273,0.593369575701429,817,14,1,1400,True,True,True,True,True,True,True,True,0.5080804557358618,33.198549829022895,0.7266140759998052
local|2|dongnai|0|3,ok,2,dongnai,0,3,272,14,14,0.34114165809585784,0.21771360581127855,0.2074799969630867,0.15658571184619183,0.8568758060278956,6.333490252358606,22.057088819317038,0.11909271745566505,0.5080804557358618,0.17050883191523064,0.20755770563275514,0.36124424724599613,0.4117647058823529,10.827762000224844,0.3762557884872886,0.41154921359298874,0.6088014317534989,0.4531726477903505,0.5043326503304273,0.593369575701429,817,14,1,2800,True,True,True,True,True,True,True,True,0.5080804557358618,33.198549829022895,1.4775301370000307
local|2|dongnai|1|0,ok,2,dongnai,1,0,247,13,13,0.14783573985508563,0.0946223082093985,0.08749560338168254,0.20238966045223564,0.8177722610095515,3.2881035200008517,12.30424784639308,0.008662508662508662,2.4602976655278153,0.0,0.0,0.0,0.0,37.28622560317082,0.03342330273354287,0.017944037465709235,0.16634650344416305,0.0,0.0,0.0,274,13,0,0,True,True,True,True,True,True,True,True,2.4602976655278153,2.5251393280085077,0.02266669699997692
local|2|dongnai|1|1,ok,2,dongnai,1,1,247,13,13,0.14783573985508563,0.0946223082093985,0.08749560338168254,0.20238966045223564,0.8177722610095515,3.2881035200008517,12.30424784639308,0.008662508662508662,2.4602976655278153,0.0,0.0,0.0,0.0,37.28622560317082,0.03342330273354287,0.017944037465709235,0.16634650344416305,0.0,0.0,0.0,274,13,0,1300,True,True,True,True,True,True,True,True,2.4602976655278153,2.5251393280085077,0.32968988800007537
local|2|dongnai|1|3,ok,2,dongnai,1,3,247,13,13,0.14783573985508563,0.0946223082093985,0.08749560338168254,0.20238966045223564,0.8177722610095515,3.2881035200008517,12.30424784639308,0.008662508662508662,2.4602976655278153,0.0,0.0,0.0,0.0,37.28622560317082,0.03342330273354287,0.017944037465709235,0.16634650344416305,0.0,0.0,0.0,274,13,0,1300,True,True,True,True,True,True,True,True,2.4602976655278153,2.5251393280085077,0.28826014800006305
local|2|nghean|0|0,ok,2,nghean,0,0,52,3,3,0.12890135397209723,0.06637068411755234,0.04487126361946733,0.14090196463491347,0.8738488764859333,8.328071979953783,42.63148918868633,0.844017094017094,0.6176296636726241,0.0,0.0,0.0,0.0,39.06590487288238,0.09476584353201947,0.09028543246280077,0.126193563502359,0.0,0.0,0.0,61,3,0,0,True,True,True,True,True,True,True,True,0.6176296636726241,5.014785684710894,0.00480491999996957
local|2|nghean|0|1,ok,2,nghean,0,1,52,3,3,0.12890135397209723,0.06637068411755234,0.04487126361946733,0.14090196463491347,0.8738488764859333,8.328071979953783,42.63148918868633,0.844017094017094,0.6176296636726241,0.0,0.0,0.0,0.0,39.06590487288238,0.09476584353201947,0.09028543246280077,0.126193563502359,0.0,0.0,0.0,61,3,0,147,True,True,True,True,True,True,True,True,0.6176296636726241,5.014785684710894,0.04311062399983712
local|2|nghean|0|3,ok,2,nghean,0,3,52,3,3,0.12890135397209723,0.06637068411755234,0.04487126361946733,0.14090196463491347,0.8738488764859333,8.328071979953783,42.63148918868633,0.844017094017094,0.6176296636726241,0.0,0.0,0.0,0.0,39.06590487288238,0.09476584353201947,0.09028543246280077,0.126193563502359,0.0,0.0,0.0,61,3,0,147,True,True,True,True,True,True,True,True,0.6176296636726241,5.014785684710894,0.032328735000191955
local|2|nghean|1|0,ok,2,nghean,1,0,50,3,3,0.1474530928931041,0.06637068411755234,0.05463736217193963,0.21190778316083955,0.8088078615405598,5.919425915676723,25.726638102103916,0.844017094017094,0.6176296636726241,0.0,0.0,0.0,0.0,93.00946163513522,0.0,0.0,0.0,,,,59,3,0,0,True,True,True,True,True,True,True,True,0.6176296636726241,5.014785684710894,0.004465100000061284
local|2|nghean|1|1,ok,2,nghean,1,1,50,3,3,0.1474530928931041,0.06637068411755234,0.05463736217193963,0.21190778316083955,0.8088078615405598,5.919425915676723,25.726638102103916,0.844017094017094,0.6176296636726241,0.0,0.0,0.0,0.0,93.00946163513522,0.0,0.0,0.0,,,,59,3,0,141,True,True,True,True,True,True,True,True,0.6176296636726241,5.014785684710894,0.030511209999986022
local|2|nghean|1|3,ok,2,nghean,1,3,50,3,3,0.1474530928931041,0.06637068411755234,0.05463736217193963,0.21190778316083955,0.8088078615405598,5.919425915676723,25.726638102103916,0.844017094017094,0.6176296636726241,0.0,0.0,0.0,0.0,93.00946163513522,0.0,0.0,0.0,,,,59,3,0,141,True,True,True,True,True,True,True,True,0.6176296636726241,5.014785684710894,0.030734341999959724
local|2|ninhbinh|0|0,ok,2,ninhbinh,0,0,86,5,5,0.07608909768209121,0.04953036295159839,0.022227043168203384,0.26303682720754923,0.7632832036290351,3.199488617236083,17.43464681338878,0.09090909090909091,0.5536470333040324,0.0,0.0,0.0,0.0,35.72492318353568,0.028715636920823174,0.01460607296562848,0.13431885816703398,0.0,0.0,0.0,96,5,0,0,True,True,True,True,True,True,True,True,0.5536470333040324,0.6207909270888728,0.007935626000062257
local|2|ninhbinh|0|1,ok,2,ninhbinh,0,1,86,5,5,0.07608909768209121,0.04953036295159839,0.022227043168203384,0.26303682720754923,0.7632832036290351,3.199488617236083,17.43464681338878,0.09090909090909091,0.5536470333040324,0.0,0.0,0.0,0.0,35.72492318353568,0.028715636920823174,0.01460607296562848,0.13431885816703398,0.0,0.0,0.0,96,5,0,405,True,True,True,True,True,True,True,True,0.5536470333040324,0.6207909270888728,0.09095789200000581
local|2|ninhbinh|0|3,ok,2,ninhbinh,0,3,86,5,5,0.07608909768209121,0.04953036295159839,0.022227043168203384,0.26303682720754923,0.7632832036290351,3.199488617236083,17.43464681338878,0.09090909090909091,0.5536470333040324,0.0,0.0,0.0,0.0,35.72492318353568,0.028715636920823174,0.01460607296562848,0.13431885816703398,0.0,0.0,0.0,96,5,0,405,True,True,True,True,True,True,True,True,0.5536470333040324,0.6207909270888728,0.09179294199998367
local|2|ninhbinh|1|0,ok,2,ninhbinh,1,0,85,5,5,0.2973031305412439,0.14898695013474242,0.11403112533924688,0.18936936619490616,0.8262956440703402,4.860759792098086,21.322839282001073,0.306919550428817,0.7245962144251584,0.20306623058859324,0.2563717705193672,0.26946852065514654,0.3333333333333333,15.663830534087083,0.2524711162650782,0.3052610449767443,0.38386420109283664,0.8043147017870629,0.8398443716881674,0.7019891927613646,97,5,0,0,True,True,True,True,True,True,True,True,0.7245962144251584,8.200357385194721,0.008678719000045021
local|2|ninhbinh|1|1,ok,2,ninhbinh,1,1,85,5,5,0.2973031305412439,0.14898695013474242,0.11403112533924688,0.18936936619490616,0.8262956440703402,4.860759792098086,21.322839282001073,0.306919550428817,0.7245962144251584,0.20306623058859324,0.2563717705193672,0.26946852065514654,0.3333333333333333,15.663830534087083,0.2524711162650782,0.3052610449767443,0.38386420109283664,0.8043147017870629,0.8398443716881674,0.7019891927613646,97,5,0,400,True,True,True,True,True,True,True,True,0.7245962144251584,8.200357385194721,0.12131244000011066
local|2|ninhbinh|1|3,ok,2,ninhbinh,1,3,85,5,5,0.2973031305412439,0.14898695013474242,0.11403112533924688,0.18936936619490616,0.8262956440703402,4.860759792098086,21.322839282001073,0.306919550428817,0.7245962144251584,0.20306623058859324,0.2563717705193672,0.26946852065514654,0.3333333333333333,15.663830534087083,0.2524711162650782,0.3052610449767443,0.38386420109283664,0.8043147017870629,0.8398443716881674,0.7019891927613646,97,5,0,400,True,True,True,True,True,True,True,True,0.7245962144251584,8.200357385194721,0.10491995600000337
local|3|bacninh|0|0,ok,3,bacninh,0,0,234,12,12,0.2017700935281796,0.04644935115290805,0.1412686287936178,0.34312788220513984,0.6917303967129789,1.567995306957883,2.9904824053866164,0.06580051054688736,0.6687500612075871,0.0,0.0,0.0,0.0,50.832844730346174,0.40689505322266556,0.4068991745640585,0.4068991745640585,0.0,0.0,0.0,293,12,0,0,True,True,True,True,True,True,True,True,0.6687500612075871,1.918212285837001,0.023047371999837196
local|3|bacninh|0|1,ok,3,bacninh,0,1,234,12,12,0.20179784150235128,0.047423161858475865,0.14300766397966821,0.3437031754449479,0.6911813422885378,1.5642292693063988,2.9904824053866164,0.0660055524185959,0.6461729717236561,0.0,0.0,0.0,0.0,50.832844730346174,0.40689505322266556,0.4068991745640585,0.4068991745640585,0.0,0.0,0.0,293,12,1,1200,True,True,True,True,True,True,True,True,0.6461729717236561,1.918212285837001,0.3095469160000448
local|3|bacninh|0|3,ok,3,bacninh,0,3,234,12,12,0.20179784150235128,0.047423161858475865,0.14300766397966821,0.3437031754449479,0.6911813422885378,1.5642292693063988,2.9904824053866164,0.0660055524185959,0.6461729717236561,0.0,0.0,0.0,0.0,50.832844730346174,0.40689505322266556,0.4068991745640585,0.4068991745640585,0.0,0.0,0.0,293,12,1,2400,True,True,True,True,True,True,True,True,0.6461729717236561,1.918212285837001,0.6148580569999922
local|3|bacninh|1|0,ok,3,bacninh,1,0,237,12,12,0.21963939655330067,0.05886229843430944,0.14751060345303313,0.2680255483174019,0.7584508549907356,1.7589896061786967,5.315268276439837,0.10347280465920744,0.6156597511575779,0.03819531106765948,0.03660465208385649,0.08625514947657653,0.14285714285714285,10.426839410258813,0.12403535788073417,0.11132484871591769,0.35339267758112414,0.30793889516879586,0.3288093584323246,0.24407735346122436,314,12,0,0,True,True,True,True,True,True,True,True,0.6156597511575779,2.182596146583904,0.02724817700004678
local|3|bacninh|1|1,ok,3,bacninh,1,1,237,12,12,0.21963939655330067,0.05886229843430944,0.14751060345303313,0.2680255483174019,0.7584508549907356,1.7589896061786967,5.315268276439837,0.10347280465920744,0.6156597511575779,0.03819531106765948,0.03660465208385649,0.08625514947657653,0.14285714285714285,10.426839410258813,0.12403535788073417,0.11132484871591769,0.35339267758112414,0.30793889516879586,0.3288093584323246,0.24407735346122436,314,12,0,1200,True,True,True,True,True,True,True,True,0.6156597511575779,2.182596146583904,0.31434760799993455
local|3|bacninh|1|3,ok,3,bacninh,1,3,237,12,12,0.21963939655330067,0.05886229843430944,0.14751060345303313,0.2680255483174019,0.7584508549907356,1.7589896061786967,5.315268276439837,0.10347280465920744,0.6156597511575779,0.03819531106765948,0.03660465208385649,0.08625514947657653,0.14285714285714285,10.426839410258813,0.12403535788073417,0.11132484871591769,0.35339267758112414,0.30793889516879586,0.3288093584323246,0.24407735346122436,314,12,0,1200,True,True,True,True,True,True,True,True,0.6156597511575779,2.182596146583904,0.3065605989997948
local|3|dongthap|0|0,ok,3,dongthap,0,0,176,9,9,0.0830417548966417,0.044412753027928326,0.05070290304360567,0.20019062302691798,0.8171656278795065,3.630670870338039,13.608063364336624,0.03538359788359788,0.7682103156156804,0.0,0.0,0.0,0.0,16.21291587710243,0.08025969383962461,0.08946449319582893,0.14257903079863,0.0,0.0,0.0,209,9,0,0,True,True,True,True,True,True,True,True,0.7682103156156804,3.0527995976690705,0.013545312999895032
local|3|dongthap|0|1,ok,3,dongthap,0,1,176,9,9,0.0830417548966417,0.044412753027928326,0.05070290304360567,0.20019062302691798,0.8171656278795065,3.630670870338039,13.608063364336624,0.03538359788359788,0.7682103156156804,0.0,0.0,0.0,0.0,16.21291587710243,0.08025969383962461,0.08946449319582893,0.14257903079863,0.0,0.0,0.0,209,9,0,900,True,True,True,True,True,True,True,True,0.7682103156156804,3.0527995976690705,0.16434060300002784
local|3|dongthap|0|3,ok,3,dongthap,0,3,176,9,9,0.0830417548966417,0.044412753027928326,0.05070290304360567,0.20019062302691798,0.8171656278795065,3.630670870338039,13.608063364336624,0.03538359788359788,0.7682103156156804,0.0,0.0,0.0,0.0,16.21291587710243,0.08025969383962461,0.08946449319582893,0.14257903079863,0.0,0.0,0.0,209,9,0,900,True,True,True,True,True,True,True,True,0.7682103156156804,3.0527995976690705,0.16797002800012706
local|3|dongthap|1|0,ok,3,dongthap,1,0,177,9,9,0.13188758585341673,0.09149263052738862,0.10088307514211801,0.14098006961195025,0.8731975760303994,5.6921001183189945,16.882348457961307,0.11233262688459823,0.5108618523680943,0.11175814445758528,0.17054887009010156,0.20571795856365174,0.16666666666666666,9.32185101549943,0.2169885480622847,0.3126826246431559,0.46296420533526406,0.5150416713489694,0.5454376311595113,0.4443495980746012,210,9,0,0,True,True,True,True,True,True,True,True,0.5108618523680943,22.428798927528817,0.01773262100005013
local|3|dongthap|1|1,ok,3,dongthap,1,1,177,9,9,0.13188758585341673,0.09149263052738862,0.10088307514211801,0.14098006961195025,0.8731975760303994,5.6921001183189945,16.882348457961307,0.11233262688459823,0.5108618523680943,0.11175814445758528,0.17054887009010156,0.20571795856365174,0.16666666666666666,9.32185101549943,0.2169885480622847,0.3126826246431559,0.46296420533526406,0.5150416713489694,0.5454376311595113,0.4443495980746012,210,9,0,900,True,True,True,True,True,True,True,True,0.5108618523680943,22.428798927528817,0.17685284000003776
local|3|dongthap|1|3,ok,3,dongthap,1,3,177,9,9,0.13188758585341673,0.09149263052738862,0.10088307514211801,0.14098006961195025,0.8731975760303994,5.6921001183189945,16.882348457961307,0.11233262688459823,0.5108618523680943,0.11175814445758528,0.17054887009010156,0.20571795856365174,0.16666666666666666,9.32185101549943,0.2169885480622847,0.3126826246431559,0.46296420533526406,0.5150416713489694,0.5454376311595113,0.4443495980746012,210,9,0,900,True,True,True,True,True,True,True,True,0.5108618523680943,22.428798927528817,0.1747846410000875
local|3|langson|0|0,ok,3,langson,0,0,19,1,1,0.02969171844969888,0.006607003116470419,0.037463591360723386,0.1757820744626137,0.8409422733157248,2.6513205856981163,16.059310228827712,0.0,,0.0,0.0,0.0,0.0,20.122391714821113,0.18541711230901853,0.2863639788683639,0.2863639788683639,0.0,0.0,0.0,19,1,0,0,True,True,True,True,True,True,True,True,,32.28309039258655,0.0014529200000197307
local|3|langson|0|1,ok,3,langson,0,1,19,1,1,0.02969171844969888,0.006607003116470419,0.037463591360723386,0.1757820744626137,0.8409422733157248,2.6513205856981163,16.059310228827712,0.0,,0.0,0.0,0.0,0.0,20.122391714821113,0.18541711230901853,0.2863639788683639,0.2863639788683639,0.0,0.0,0.0,19,1,0,18,True,True,True,True,True,True,True,True,,32.28309039258655,0.006065241999976934
local|3|langson|0|3,ok,3,langson,0,3,19,1,1,0.02969171844969888,0.006607003116470419,0.037463591360723386,0.1757820744626137,0.8409422733157248,2.6513205856981163,16.059310228827712,0.0,,0.0,0.0,0.0,0.0,20.122391714821113,0.18541711230901853,0.2863639788683639,0.2863639788683639,0.0,0.0,0.0,19,1,0,18,True,True,True,True,True,True,True,True,,32.28309039258655,0.005949344000100609
local|3|langson|1|0,ok,3,langson,1,0,23,2,2,0.27273013505393007,0.27157496680944304,0.19619127918143622,0.08561324548899804,0.9227059876276886,7.529567828136673,26.14437677946124,0.9746835443037974,0.7220698276929489,0.15594936371164164,0.16209580005665858,0.23885177689324916,0.16666666666666666,10.39021797104402,0.2854653359014307,0.3045071322358878,0.4343428613807377,0.5462987764142752,0.5323218502845783,0.5499152815219764,28,2,0,0,True,True,True,True,True,True,True,True,0.7220698276929489,31.947009401094306,0.002190595999991274
local|3|langson|1|1,ok,3,langson,1,1,23,2,2,0.27273013505393007,0.27157496680944304,0.19619127918143622,0.08561324548899804,0.9227059876276886,7.529567828136673,26.14437677946124,0.9746835443037974,0.7220698276929489,0.15594936371164164,0.16209580005665858,0.23885177689324916,0.16666666666666666,10.39021797104402,0.2854653359014307,0.3045071322358878,0.4343428613807377,0.5462987764142752,0.5323218502845783,0.5499152815219764,28,2,0,42,True,True,True,True,True,True,True,True,0.7220698276929489,31.947009401094306,0.012634229000013875
local|3|langson|1|3,ok,3,langson,1,3,23,2,2,0.27273013505393007,0.27157496680944304,0.19619127918143622,0.08561324548899804,0.9227059876276886,7.529567828136673,26.14437677946124,0.9746835443037974,0.7220698276929489,0.15594936371164164,0.16209580005665858,0.23885177689324916,0.16666666666666666,10.39021797104402,0.2854653359014307,0.3045071322358878,0.4343428613807377,0.5462987764142752,0.5323218502845783,0.5499152815219764,28,2,0,42,True,True,True,True,True,True,True,True,0.7220698276929489,31.947009401094306,0.013161034000177096
local|3|laocai|0|0,ok,3,laocai,0,0,31,2,2,0.025057730238364113,0.014911830097577296,0.0091812703378204,0.1726405874555185,0.8453448180266918,3.2306675767027766,12.400401633958813,0.0,31.185125316859438,0.0,0.0,0.0,0.0,34.10870357300593,0.23875709535787845,0.238788855795735,0.238788855795735,0.0,0.0,0.0,32,2,0,0,True,True,True,True,True,True,True,True,31.185125316859438,8.706321755969402,0.0035650110000915447
local|3|laocai|0|1,ok,3,laocai,0,1,31,2,2,0.025057730238364113,0.014911830097577296,0.0091812703378204,0.1726405874555185,0.8453448180266918,3.2306675767027766,12.400401633958813,0.0,31.185125316859438,0.0,0.0,0.0,0.0,34.10870357300593,0.23875709535787845,0.238788855795735,0.238788855795735,0.0,0.0,0.0,32,2,0,58,True,True,True,True,True,True,True,True,31.185125316859438,8.706321755969402,0.013928785000189237
local|3|laocai|0|3,ok,3,laocai,0,3,31,2,2,0.025057730238364113,0.014911830097577296,0.0091812703378204,0.1726405874555185,0.8453448180266918,3.2306675767027766,12.400401633958813,0.0,31.185125316859438,0.0,0.0,0.0,0.0,34.10870357300593,0.23875709535787845,0.238788855795735,0.238788855795735,0.0,0.0,0.0,32,2,0,58,True,True,True,True,True,True,True,True,31.185125316859438,8.706321755969402,0.014157114999989062
